REGIÓN,IES,PERSONA JURÍDICA,SEDE-LOCAL-FILIAL,DIRECCIÓN,PROGRAMAS LICENCIADOS,NIVEL,MODALIDAD
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 02,AV. PETIT THOUARS N° 397,LABORATORIO CLÍNICO Y ANATOMÍA PATOLÓGICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 02,AV. PETIT THOUARS N° 397,NUTRICIÓN Y DIETÉTICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 02,AV. PETIT THOUARS N° 397,COSMIATRÍA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 03,AV. AREQUIPA N° 351,ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 03,AV. AREQUIPA N° 351,FARMACIA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 03,AV. AREQUIPA N° 351,LABORATORIO CLÍNICO Y ANATOMÍA PATOLÓGICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 03,AV. AREQUIPA N° 351,TÉCNICA EN PRÓTESIS DENTAL,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 03,AV. AREQUIPA N° 351,TÉCNICA EN FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 03,AV. AREQUIPA N° 351,NUTRICIÓN Y DIETÉTICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 03,AV. AREQUIPA N° 351,SALUD Y SEGURIDAD OCUPACIONAL,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 03,AV. AREQUIPA N° 351,COSMIATRÍA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 04,AV. EL TRIUNFO N° 485,ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 04,AV. EL TRIUNFO N° 485,FARMACIA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 04,AV. EL TRIUNFO N° 485,TÉCNICA EN FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 04,AV. EL TRIUNFO N° 485,NUTRICIÓN Y DIETÉTICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 05,AV. SAN JUAN N° 799,ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 05,AV. SAN JUAN N° 799,FARMACIA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 05,AV. SAN JUAN N° 799,TÉCNICA EN FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 06,AV. PROCERES DE LA INDEPENDENCIA N° 1813,ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 06,AV. PROCERES DE LA INDEPENDENCIA N° 1813,FARMACIA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 06,AV. PROCERES DE LA INDEPENDENCIA N° 1813,TÉCNICA EN FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 06,AV. PROCERES DE LA INDEPENDENCIA N° 1813,NUTRICIÓN Y DIETÉTICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 07,AV. EL TRIUNFO N° 774,ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 07,AV. EL TRIUNFO N° 774,FARMACIA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 07,AV. EL TRIUNFO N° 774,TÉCNICA EN FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 07,AV. EL TRIUNFO N° 774,NUTRICIÓN Y DIETÉTICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 08,AV. UNIVERSITARIA N° 3750,ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 08,AV. UNIVERSITARIA N° 3750,FARMACIA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 08,AV. UNIVERSITARIA N° 3750,TÉCNICA EN FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 09,CA. JOSÉ M. VILCHEZ N° 518,ENFERMERÍA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 09,CA. JOSÉ M. VILCHEZ N° 518,FARMACIA TÉCNICA,Profesional Técnico,PRESENCIAL
LIMA,DANIEL ALCIDES CARRIÓN,INSTITUTO DE EDUCACIÓN SUPERIOR TECNOLÓGICO PRIVADO DANIEL ALCIDES CARRIÓN SOCIEDAD ANÓNIMA CERRADA - IESTP DANIEL A. CARRIÓN S.A.C,LOCAL 09,CA. JOSÉ M. VILCHEZ N° 518,TÉCNICA EN FISIOTERAPIA Y REHABILITACIÓN,Profesional Técnico,PRESENCIAL
LIMA,DE COMERCIO EXTERIOR,ASOCIACIÓN DE EXPORTADORES-ADEX,SEDE PRINCIPAL - LOCAL01,AV. JAVIER PRADO ESTE N° 2875,ADMINISTRACIÓN DE EMPRESAS CON MENCIÓN EN AGRONEGOCIOS (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
LIMA,DE COMERCIO EXTERIOR,ASOCIACIÓN DE EXPORTADORES-ADEX,SEDE PRINCIPAL - LOCAL01,AV. JAVIER PRADO ESTE N° 2875,ADMINISTRACIÓN DE EMPRESAS (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
LIMA,DE COMERCIO EXTERIOR,ASOCIACIÓN DE EXPORTADORES-ADEX,SEDE PRINCIPAL - LOCAL01,AV. JAVIER PRADO ESTE N° 2875,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
LIMA,DE COMERCIO EXTERIOR,ASOCIACIÓN DE EXPORTADORES-ADEX,SEDE PRINCIPAL - LOCAL01,AV. JAVIER PRADO ESTE N° 2875,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
LIMA,DE COMERCIO EXTERIOR,ASOCIACIÓN DE EXPORTADORES-ADEX,SEDE PRINCIPAL - LOCAL01,AV. JAVIER PRADO ESTE N° 2875,GESTIÓN DE LOGÍSTICA CON MENCIÓN EN COMERCIO INTERNACIONAL,Profesional Técnico,PRESENCIAL
LIMA,DE COMERCIO EXTERIOR,ASOCIACIÓN DE EXPORTADORES-ADEX,SEDE PRINCIPAL - LOCAL01,AV. JAVIER PRADO ESTE N° 2875,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,DE COMERCIO EXTERIOR,ASOCIACIÓN DE EXPORTADORES-ADEX,SEDE PRINCIPAL - LOCAL01,AV. JAVIER PRADO ESTE N° 2875,MARKETING CON MENCIÓN EN COMERCIALIZACIÓN INTERNACIONAL,Profesional Técnico,PRESENCIAL
LIMA,DE COMERCIO EXTERIOR,ASOCIACIÓN DE EXPORTADORES-ADEX,SEDE PRINCIPAL - LOCAL01,AV. JAVIER PRADO ESTE N° 2875,ADMINISTRACIÓN DE EMPRESAS CON MENCIÓN EN AGRONEGOCIOS,Profesional Técnico,PRESENCIAL
LIMA,DE COMERCIO EXTERIOR,ASOCIACIÓN DE EXPORTADORES-ADEX,SEDE PRINCIPAL - LOCAL01,AV. JAVIER PRADO ESTE N° 2875,GESTIÓN DE LOGÍSTICA CON MENCIÓN EN COMERCIO INTERNACIONAL-SEMIPRESCENCIAL,Profesional Técnico,SEMIPRESCENCIAL
LIMA,DE COMERCIO EXTERIOR,ASOCIACIÓN DE EXPORTADORES-ADEX,SEDE PRINCIPAL - LOCAL01,AV. JAVIER PRADO ESTE N° 2875,MARKETING CON MENCIÓN EN COMERCIALIZACIÓN INTERNACIONAL (SEMI-PRESENCIAL),Profesional Técnico,SEMIPRESCENCIAL
LIMA,EL BUEN PASTOR,DIÓCESIS DE CARABAYLLO,SEDE PRINCIPAL-LOCAL 01,AV. EL TREBOL N° 7194,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LIMA,EL BUEN PASTOR,DIÓCESIS DE CARABAYLLO,SEDE PRINCIPAL-LOCAL 01,AV. EL TREBOL N° 7194,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LIMA,EL BUEN PASTOR,DIÓCESIS DE CARABAYLLO,SEDE PRINCIPAL-LOCAL 01,AV. EL TREBOL N° 7194,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LIMA,EL BUEN PASTOR,DIÓCESIS DE CARABAYLLO,SEDE PRINCIPAL-LOCAL 01,AV. EL TREBOL N° 7194,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
"LIMA
",IBEROAMERICA,MILEC SERVICIOS EDUCATIVOS S.A.C.,SEDE PRINCIPAL,AV. ELMER FAUCETT N° 288,COCINA,Técnico ,PRESENCIAL
"LIMA
",IBEROAMERICA,MILEC SERVICIOS EDUCATIVOS S.A.C.,SEDE PRINCIPAL,AV. ELMER FAUCETT N° 288,ADMINISTRACIÓN DE SERVICIOS DE HOSTELERÍA Y RESTAURANTES,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,FILIAL CHICLAYO  - LOCAL N° 09,AV. PROGRESO S/N  - VÍA EVITAMIENTO - CHICLAYO,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,FILIAL CHICLAYO  - LOCAL N° 09,AV. PROGRESO S/N  - VÍA EVITAMIENTO - CHICLAYO,CONTABILIDAD,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,FILIAL CHICLAYO  - LOCAL N° 09,AV. PROGRESO S/N  - VÍA EVITAMIENTO - CHICLAYO,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
LAMBAYEQUE,IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,FILIAL CHICLAYO  - LOCAL N° 09,AV. PROGRESO S/N  - VÍA EVITAMIENTO - CHICLAYO,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
PIURA,IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,FILIAL PIURA - LOCAL N° 10,JIRÓN CALLAO N°  649 - PIURA,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
PIURA,IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,FILIAL PIURA - LOCAL N° 10,JIRÓN CALLAO N°  649 - PIURA,CONTABILIDAD,Profesional Técnico,PRESENCIAL
PIURA,IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,FILIAL PIURA - LOCAL N° 10,JIRÓN CALLAO N°  649 - PIURA,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
PIURA,IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,FILIAL PIURA - LOCAL N° 10,JIRÓN CALLAO N°  649 - PIURA,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 02,AV. PETIT THOUARS N° 315 - LIMA,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 02,AV. PETIT THOUARS N° 315 - LIMA,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 02,AV. PETIT THOUARS N° 315 - LIMA,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 02,AV. PETIT THOUARS N° 315 - LIMA,CONTABILIDAD,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 02,AV. PETIT THOUARS N° 315 - LIMA,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 02,AV. PETIT THOUARS N° 315 - LIMA,MARKETING,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 03,AV. WILSON N° 1098 - LIMA,MECATRÓNICA AUTOMOTRIZ,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 04,JIRÓN SACO OLIVEROS N° 189 -LIMA,CIENCIAS PUBLICITARIAS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 04,JIRÓN SACO OLIVEROS N° 189 -LIMA,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 04,JIRÓN SACO OLIVEROS N° 189 -LIMA,ELECTRÓNICA INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 05,JIRÓN SACO OLIVEROS N° 163 - LIMA,CIENCIAS PUBLICITARIAS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 05,JIRÓN SACO OLIVEROS N° 163 - LIMA,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 05,JIRÓN SACO OLIVEROS N° 163 - LIMA,MECATRÓNICA INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 06,AV. NICOLAS AYLLÓN N° 836 - ATE,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 06,AV. NICOLAS AYLLÓN N° 836 - ATE,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 06,AV. NICOLAS AYLLÓN N° 836 - ATE,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 06,AV. NICOLAS AYLLÓN N° 836 - ATE,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 06,AV. NICOLAS AYLLÓN N° 836 - ATE,CIENCIAS PUBLICITARIAS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 06,AV. NICOLAS AYLLÓN N° 836 - ATE,CONTABILIDAD,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 06,AV. NICOLAS AYLLÓN N° 836 - ATE,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 06,AV. NICOLAS AYLLÓN N° 836 - ATE,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 06,AV. NICOLAS AYLLÓN N° 836 - ATE,MARKETING,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,ADMINISTRACIÓN DE EMPRESAS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,ADMINISTRACIÓN DE NEGOCIOS BANCARIOS Y FINANCIEROS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,ADMINISTRACIÓN DE NEGOCIOS INTERNACIONALES,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,ADMINISTRACIÓN DE REDES Y COMUNICACIONES,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,CIENCIAS PUBLICITARIAS,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,CONTABILIDAD,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,DESARROLLO DE SISTEMAS DE INFORMACIÓN,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,DISEÑO GRÁFICO,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,ELECTRICIDAD INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,ELECTRÓNICA INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,GESTIÓN DE PRODUCCIÓN INDUSTRIAL,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,MARKETING,Profesional Técnico,PRESENCIAL
"LIMA
",IDAT,UNIVERSIDAD TECNOLÓGICA DEL PERÚ S.A.C.,LOCAL 07,AV. TOMAS VALLE N° 1075 - SAN MARTÍN DE PORRES ,MECÁNICA AUTOMOTRIZ,Técnico ,PRESENCIAL
